customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
2164-SOQXL,Female,0,Yes    ,Yes       ,20,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.05,California,Los Angeles           ,33.988543,-118.334081,31,Yes    ,Yes              ,10,None   ,0,No             ,No            ,0.0,0,295.79999999999995,701.8499999999999,Medium,1,5,6,NotResolved
0895-DQHEW,Male  ,0,Yes    ,No        ,54,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,104.3,California,Burney                ,40.946785,-121.719489,47,Yes    ,Yes              ,1,None   ,23,Yes            ,Yes           ,11.45,0,1914.84,7181.54,Low,7,0,7,Resolved
7470-MCQTK,Female,0,Yes    ,No        ,13,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),48.75,California,Alpaugh               ,35.869626,-119.498771,42,Yes    ,Yes              ,1,None   ,8,Yes            ,Yes           ,0.0,0,0.0,633.4,Low,8,1,9,Resolved
5118-MUEYH,Female,0,Yes    ,No        ,48,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,105.1,California,Grand Terrace         ,34.029175,-117.307211,22,Yes    ,Yes              ,4,Offer B,51,Yes            ,Yes           ,0.0,0,1884.0,6967.55,Medium,0,5,5,NotResolved
4808-YNLEU,Female,0,Yes    ,No        ,35,Yes         ,No              ,DSL            ,No                 ,Yes                ,No                 ,One year      ,Yes             ,Bank transfer (automatic),62.15,California,Maywood               ,33.988572,-118.186565,51,Yes    ,Yes              ,1,Offer C,30,No             ,Yes           ,0.0,0,858.5500000000001,3074.0,High,1,4,5,Resolved
0685-MLYYM,Female,1,No     ,No        ,2,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,70.75,California,Buena Park            ,33.845706,-118.012204,74,No     ,No               ,0,Offer E,21,No             ,Yes           ,0.0,0,19.72,174.57,Low,9,0,9,Resolved
2397-BRLOM,Male  ,1,Yes    ,Yes       ,8,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,80.45,California,San Rafael            ,37.972662,-122.491452,67,Yes    ,Yes              ,2,None   ,2,No             ,Yes           ,0.0,0,215.92,799.37,Low,10,0,10,Resolved
9185-TQCVP,Male  ,0,Yes    ,No        ,14,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,85.15,California,Albany                ,37.890274,-122.295192,27,Yes    ,Yes              ,1,None   ,42,Yes            ,Yes           ,38.48,0,298.2,1398.92,Low,10,1,11,NotResolved
4774-HHGGS,Male  ,0,Yes    ,No        ,30,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,19.05,California,Janesville            ,40.294034,-120.512622,64,Yes    ,Yes              ,1,None   ,0,No             ,No            ,0.0,0,341.40000000000003,978.95,High,1,3,4,Resolved
4079-WWQQQ,Male  ,0,No     ,No        ,72,No          ,No phone service,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),65.55,California,San Francisco         ,37.74441,-122.486764,45,No     ,No               ,0,None   ,10,Yes            ,Yes           ,0.0,0,0.0,4807.45,High,0,3,3,Resolved
