customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
2904-GGUAZ,Female,0,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Two year      ,Yes             ,Bank transfer (automatic),84.05,California,Potrero               ,32.619465,-116.593605,24,Yes    ,Yes              ,8,Offer A,52,Yes            ,Yes           ,0.0,0,1162.8,7215.05,High,0,5,5,Resolved
4933-IKULF,Female,1,No     ,No        ,17,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,20.65,California,Pinon Hills           ,34.459322,-117.629729,71,No     ,No               ,0,Offer D,0,No             ,No            ,0.0,0,410.55,741.15,High,1,5,6,Resolved
7422-WNBTY,Male  ,0,Yes    ,No        ,33,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,93.35,California,Green Valley Lake     ,34.244411,-117.072654,35,Yes    ,Yes              ,5,None   ,7,Yes            ,Yes           ,0.0,0,1048.0800000000002,4140.08,High,0,5,5,Resolved
7785-RDVIG,Female,0,Yes    ,Yes       ,3,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.3,California,Hemet                 ,33.739415,-116.968339,53,Yes    ,Yes              ,5,None   ,0,No             ,No            ,0.0,0,30.39,85.09,High,1,6,7,Resolved
5939-XAIXZ,Female,0,No     ,No        ,19,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,56.1,California,Birds Landing         ,38.140719,-121.838298,54,No     ,No               ,0,Offer D,27,No             ,Yes           ,0.0,0,700.72,1734.62,Medium,1,3,4,Resolved
8224-IVVPA,Female,0,No     ,No        ,27,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,56.7,California,Caliente              ,35.358953,-118.527064,35,No     ,No               ,0,None   ,9,No             ,Yes           ,0.0,0,680.6700000000001,2333.62,Medium,7,0,7,Resolved
2192-CKRLV,Female,0,Yes    ,No        ,72,No          ,No phone service,DSL            ,No                 ,No                 ,Yes                ,Two year      ,Yes             ,Electronic check         ,49.2,California,Wilton                ,38.392559,-121.225093,57,Yes    ,Yes              ,2,Offer A,15,Yes            ,Yes           ,0.0,0,0.0,3580.95,Medium,1,4,5,Resolved
6549-YMFAW,Male  ,1,Yes    ,No        ,9,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Mailed check             ,21.25,California,Los Olivos            ,34.70434,-120.02609,70,Yes    ,Yes              ,1,None   ,0,No             ,No            ,0.0,0,14.94,219.49,High,6,0,6,Resolved
2468-SJFLM,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,74.3,California,Biggs                 ,39.457388,-121.818201,37,No     ,No               ,0,None   ,21,No             ,Yes           ,0.0,0,39.55,113.85,High,6,1,7,Resolved
9231-ZJYAM,Female,1,No     ,No        ,4,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,78.85,California,Squaw Valley          ,36.719141,-119.202677,65,No     ,No               ,0,None   ,18,No             ,Yes           ,0.0,0,147.72,440.52,Medium,7,1,8,Resolved
