customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
0927-CNGRH,Male  ,0,No     ,Yes       ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.55,California,Alta                  ,39.218096,-120.79153,42,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,30.63,50.18,High,0,3,3,Resolved
6240-EURKS,Female,0,No     ,Yes       ,18,No          ,No phone service,DSL            ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,35.0,California,Plymouth              ,38.489273,-120.891614,27,No     ,No               ,0,None   ,85,Yes            ,No            ,0.0,70,0.0,623.0,Low,7,0,7,Resolved
5380-AFSSK,Female,0,No     ,No        ,5,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Mailed check             ,93.9,California,Bella Vista           ,40.722733,-122.109666,44,No     ,No               ,0,None   ,10,Yes            ,Yes           ,0.0,0,232.25,719.1,Low,9,1,10,Resolved
9761-XUJWD,Male  ,0,No     ,No        ,5,Yes         ,No              ,DSL            ,Yes                ,No                 ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),65.6,California,Fresno                ,36.841655,-119.797113,22,No     ,No               ,0,None   ,59,Yes            ,Yes           ,0.0,0,43.0,382.9,High,6,0,6,Resolved
2790-XUYMV,Male  ,0,No     ,Yes       ,71,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,One year      ,Yes             ,Credit card (automatic)  ,85.45,California,Mount Hamilton        ,37.382909,-121.634151,19,No     ,No               ,0,None   ,30,No             ,Yes           ,0.0,0,2264.19,8293.14,High,1,5,6,Resolved
5419-JPRRN,Male  ,0,No     ,No        ,1,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,101.45,California,Rough And Ready       ,39.225634,-121.156163,32,No     ,No               ,0,None   ,7,Yes            ,Yes           ,0.0,0,10.38,111.83,Low,7,0,7,Resolved
5345-BMKWB,Male  ,0,Yes    ,No        ,8,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.25,California,San Francisco         ,37.760412,-122.484966,29,Yes    ,Yes              ,9,None   ,0,No             ,No            ,0.0,0,39.84,198.19,High,1,3,4,Resolved
0420-BWTPW,Male  ,0,No     ,Yes       ,8,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,25.5,California,Chula Vista           ,32.636792,-117.054989,40,No     ,No               ,0,None   ,16,No             ,Yes           ,0.0,0,0.0,215.2,Low,7,1,8,NotResolved
8868-GAGIO,Male  ,0,Yes    ,No        ,45,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,84.55,California,Sunnyvale             ,37.421633,-122.009613,49,Yes    ,Yes              ,8,None   ,15,No             ,Yes           ,0.0,0,1026.0,4739.95,Medium,0,5,5,Resolved
3645-DEYGF,Male  ,0,No     ,Yes       ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.75,California,Northridge            ,34.236683,-118.517588,29,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,7.57,28.32,High,1,3,4,Resolved
