customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
6227-FBDXH,Male  ,0,Yes    ,No        ,69,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,No              ,Bank transfer (automatic),99.5,California,Essex                 ,34.9436,-115.287901,50,Yes    ,Yes              ,10,Offer A,4,Yes            ,Yes           ,0.0,0,262.89,7104.34,High,0,6,6,Resolved
3174-AKMAS,Female,0,Yes    ,No        ,46,Yes         ,No              ,DSL            ,Yes                ,Yes                ,No                 ,Two year      ,Yes             ,Credit card (automatic)  ,64.2,California,Hume                  ,36.807595,-118.901544,61,Yes    ,Yes              ,1,None   ,6,No             ,Yes           ,0.0,0,1702.92,4712.42,High,1,5,6,NotResolved
5793-YOLJN,Female,0,Yes    ,Yes       ,55,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,21.0,California,Oro Grande            ,34.647959,-117.296957,53,Yes    ,Yes              ,8,Offer B,0,No             ,No            ,0.0,0,2118.05,3328.3499999999995,Medium,1,3,4,NotResolved
6584-VQMYT,Male  ,0,No     ,Yes       ,27,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,One year      ,No              ,Mailed check             ,56.2,California,San Jose              ,37.246064,-121.749494,19,No     ,No               ,0,Offer C,59,No             ,No            ,0.0,30,71.00999999999999,1668.56,High,0,5,5,Resolved
1455-UGQVH,Male  ,0,Yes    ,No        ,10,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,98.5,California,Acampo                ,38.200231,-121.235034,35,Yes    ,Yes              ,1,Offer D,18,Yes            ,Yes           ,0.0,0,10.9,1048.65,Low,9,1,10,NotResolved
2791-SFVEW,Female,0,No     ,No        ,9,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Bank transfer (automatic),20.15,California,Los Angeles           ,34.044639,-118.240413,63,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,313.11,551.26,High,1,3,4,Resolved
3640-PHQXK,Female,0,No     ,No        ,31,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,89.9,California,Union City            ,37.59485,-122.051521,54,No     ,No               ,0,None   ,11,Yes            ,Yes           ,41.18,0,196.23,2961.9500000000003,Low,8,1,9,Resolved
1444-VVSGW,Male  ,0,Yes    ,No        ,70,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,No              ,Credit card (automatic)  ,115.65,California,Los Molinos           ,40.059385,-122.091481,51,Yes    ,Yes              ,1,Offer A,20,Yes            ,No            ,0.0,10,1201.9,9180.75,Low,9,1,10,Resolved
3755-JBMNH,Male  ,1,Yes    ,No        ,16,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),71.8,California,Huntington Beach      ,33.679659,-118.016195,78,Yes    ,Yes              ,1,None   ,5,No             ,Yes           ,0.0,0,734.4,1902.2,Low,8,1,9,Resolved
9639-BUJXT,Male  ,0,No     ,No        ,63,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,20.5,California,Santee                ,32.847336,-116.997605,50,No     ,No               ,0,None   ,0,No             ,No            ,15.62,0,2227.05,3539.5800000000004,High,0,3,3,Resolved
