customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
8752-GHJFU,Male  ,1,Yes    ,No        ,71,Yes         ,Yes             ,Fiber optic    ,Yes                ,No                 ,No                 ,One year      ,Yes             ,Electronic check         ,92.0,California,Applegate             ,38.983388,-120.988814,70,Yes    ,Yes              ,7,None   ,10,No             ,Yes           ,0.0,0,2598.6,9183.8,Medium,6,0,6,Resolved
6725-TPKJO,Male  ,0,No     ,No        ,44,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,20.05,California,Duncans Mills         ,38.445603,-123.063756,28,No     ,No               ,0,None   ,0,No             ,No            ,15.31,0,2091.32,2921.26,Medium,0,5,5,Resolved
8957-THMOA,Female,0,No     ,Yes       ,50,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Credit card (automatic)  ,20.15,California,Big Bear City         ,34.278967,-116.773825,40,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,947.5,1918.35,Medium,1,3,4,Resolved
7566-DSRLQ,Female,0,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Electronic check         ,110.15,California,Rancho Cucamonga      ,34.132275,-117.611478,54,Yes    ,Yes              ,7,Offer A,24,Yes            ,No            ,0.0,70,925.2,8994.0,High,7,0,7,Resolved
0471-LVHGK,Male  ,0,Yes    ,No        ,41,Yes         ,Yes             ,DSL            ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,73.0,California,Orangevale            ,38.689174,-121.218435,34,Yes    ,Yes              ,1,None   ,29,Yes            ,Yes           ,0.0,0,652.3100000000001,3653.51,Low,8,1,9,Resolved
0637-UBJRP,Male  ,0,Yes    ,Yes       ,13,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,No              ,Electronic check         ,84.05,California,Wilton                ,38.392559,-121.225093,40,Yes    ,Yes              ,5,Offer D,21,Yes            ,Yes           ,23.97,0,388.96,1460.29,Low,7,1,8,Resolved
3714-JTVOV,Female,1,Yes    ,No        ,42,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,74.15,California,Crows Landing         ,37.435664,-121.049056,76,Yes    ,Yes              ,1,Offer B,21,No             ,Yes           ,0.0,0,121.8,3351.2000000000003,Low,9,0,9,Resolved
5791-KAJFD,Female,0,Yes    ,Yes       ,56,Yes         ,Yes             ,DSL            ,No                 ,No                 ,Yes                ,One year      ,Yes             ,Bank transfer (automatic),68.75,California,Newport Beach         ,33.606336,-117.893042,58,Yes    ,Yes              ,2,None   ,8,Yes            ,Yes           ,0.0,0,2400.16,6208.16,Medium,6,0,6,Resolved
8332-OSJDW,Male  ,0,Yes    ,Yes       ,12,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,26.4,California,Los Angeles           ,34.088017,-118.327168,54,Yes    ,Yes              ,5,None   ,0,No             ,No            ,0.0,0,541.8,856.75,High,6,0,6,Resolved
2393-DIVAI,Female,0,No     ,No        ,3,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Mailed check             ,20.0,California,Brea                  ,33.930199,-117.862898,40,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,46.11,107.81,Medium,1,3,4,Resolved
